Work item ID,Work type,Summary,Description,Parent,Priority,Labels
11,Story,1.2 Tạo và quản lý source document ở trạng thái draft,"Là một quản lý tri thức,
Tôi muốn tạo và quản lý source document với đầy đủ metadata về provenance,
Để tri thức văn hóa bắt đầu từ nguồn có thể truy vết mà không cần thao tác trực tiếp với database.

**Tiêu chí chấp nhận:**

**Cho trước** Admin mở Document wizard
**Khi** tạo source document
**Thì** form thu thập URL nguồn, title, region, source type, source tier, observed date, license và raw text/file theo contract
**Và** required fields, URL/date/type constraints được hiển thị tại đúng field
**Và** UI không yêu cầu nhập UUID hoặc foreign key thủ công.

**Cho trước** payload hợp lệ
**Khi** Admin lưu document
**Thì** FastAPI/service transaction tạo document trong draft corpus revision hiện hành
**Và** document mặc định có trạng thái `draft`, không phải `published`
**Và** document không xuất hiện trong online serving query
**Và** audit record được ghi cho thao tác tạo.

**Cho trước** URL/content hash hoặc metadata trùng với document hiện có
**Khi** Admin lưu draft
**Thì** exact duplicate bị chặn theo business constraint
**Và** response chỉ rõ field/candidate gây trùng để Admin sửa hoặc mở record hiện có
**Và** không tạo document thứ hai hay object rác.

**Cho trước** raw document/file được lưu trên S3
**Khi** database write hoặc object write thất bại
**Thì** hệ thống không báo lưu thành công
**Và** không để lại database row trỏ tới object không tồn tại
**Và** orphan object được rollback hoặc đánh dấu cho reconciliation theo policy đã tài liệu hóa.

**Cho trước** Admin tìm hoặc mở document draft
**Khi** xem danh sách/chi tiết
**Thì** có thể lọc/tìm theo title, region, source type và status
**Và** metadata, raw-content availability và provenance được hiển thị
**Và** loading, empty và error states có hành vi accessible.

**Cho trước** document vẫn thuộc draft revision chưa submit/publish
**Khi** Admin cập nhật hoặc xóa document
**Thì** thay đổi được validation và thực hiện atomically
**Và** dependent-record conflict được báo rõ thay vì xóa mồ côi
**Và** audit lưu metadata trước/sau cần thiết.

**Cho trước** document đã thuộc published release
**Khi** Admin cố sửa hoặc xóa evidence đã publish
**Thì** hệ thống từ chối mutation trực tiếp
**Và** hướng Admin tạo revision/draft mới thay vì thay đổi historical evidence.",9,Highest,"heritagegraph,epic-1,role-be"
12,Story,1.3 Tạo passage và chọn evidence trực tiếp từ nguồn,"Là một quản lý tri thức,
Tôi muốn tạo passage từ draft document và chọn trực quan làm evidence,
Để các knowledge record phía sau có thể trích dẫn chính xác source text mà không cần nhập ID thủ công.

**Tiêu chí chấp nhận:**

**Cho trước** một source document draft có raw text
**Khi** Admin mở Passage workspace
**Thì** raw text và danh sách/preview passage hiển thị song song
**Và** passage đang chọn được highlight đúng trên raw text
**Và** workspace hỗ trợ keyboard navigation và không chỉ dùng màu để biểu thị selection.

**Cho trước** Admin chọn một đoạn raw text hoặc nhập char span hợp lệ
**Khi** tạo passage
**Thì** `char_start` và `char_end` nằm trong giới hạn document
**Và** passage content khớp chính xác substring được tham chiếu theo convention đã quy định
**Và** system tự tạo content hash và gắn draft corpus revision
**Và** Admin không phải nhập document UUID thủ công.

**Cho trước** char span rỗng, đảo ngược, vượt giới hạn hoặc content không khớp raw text
**Khi** Admin lưu passage
**Thì** FastAPI từ chối với lỗi gắn đúng field/span
**Và** không tạo partial passage hoặc evidence record.

**Cho trước** passage có cùng document, span hoặc content hash đã tồn tại trong revision
**Khi** Admin lưu
**Thì** exact duplicate bị chặn
**Và** UI dẫn tới passage hiện có hoặc cho phép điều chỉnh selection
**Và** không tạo record trùng.

**Cho trước** passage draft hợp lệ
**Khi** Admin sửa hoặc xóa passage
**Thì** content hash/span được tính lại và validation chạy trong transaction
**Và** hệ thống chặn xóa nếu passage đang được knowledge record tham chiếu, đồng thời liệt kê dependency
**Và** audit record ghi thao tác.

**Cho trước** một form knowledge record cần evidence trong các story sau
**Khi** Admin mở Evidence Picker
**Thì** có thể tìm passage theo document/title/text và chọn trực tiếp từ preview
**Và** component trả reference hợp lệ nhưng không yêu cầu người dùng nhập UUID/FK
**Và** selected evidence hiển thị source title và excerpt để kiểm tra.

**Cho trước** passage đã thuộc published release
**Khi** Admin cố sửa nội dung/span
**Thì** hệ thống từ chối mutation trực tiếp
**Và** yêu cầu tạo passage revision mới để citation lịch sử vẫn bất biến.",9,Highest,"heritagegraph,epic-1,role-be"
13,Story,"1.4 Quản lý entity, alias và place profile","Là một quản lý tri thức,
Tôi muốn tạo và quản lý entity, alias và place profile có evidence,
Để các khái niệm văn hóa được chuẩn hóa, có thể tìm kiếm và truy vết trước khi publish.

**Tiêu chí chấp nhận:**

**Cho trước** Admin mở Entity editor
**Khi** tạo entity
**Thì** form thu thập canonical name, normalized name, type, subtype, scope và status theo registry
**Và** entity được gắn draft corpus revision và mặc định không phục vụ online
**Và** Admin không phải nhập corpus/entity UUID thủ công.

**Cho trước** canonical/normalized name giống hoặc gần với entity/alias hiện có
**Khi** Admin nhập hoặc lưu entity
**Thì** exact duplicate bị chặn
**Và** fuzzy candidates được hiển thị với tên, type và region/context đủ để so sánh
**Và** Admin có thể mở candidate thay vì vô tình tạo entity trùng.

**Cho trước** entity draft đã tồn tại
**Khi** Admin thêm, sửa hoặc xóa alias
**Thì** alias được normalize nhất quán với entity resolution contract
**Và** alias rỗng, trùng trong cùng entity hoặc xung đột không hợp lệ bị từ chối rõ ràng
**Và** mutation được audit và thực hiện atomically.

**Cho trước** entity có type địa điểm
**Khi** Admin tạo place profile
**Thì** có thể nhập tọa độ và các trường địa lý/hành chính theo schema
**Và** latitude/longitude được kiểm tra range và cặp giá trị
**Và** non-place entity không thể nhận place profile trái constraint.

**Cho trước** entity cần provenance
**Khi** Admin dùng Evidence Picker từ Story 1.3
**Thì** có thể chọn primary evidence và một hoặc nhiều supporting passages
**Và** evidence phải thuộc revision/context hợp lệ
**Và** UI hiển thị source title và excerpt, không yêu cầu nhập passage ID.

**Cho trước** Admin tìm entity để biên tập hoặc liên kết sau này
**Khi** tìm theo canonical name, alias, type hoặc region
**Thì** kết quả phân biệt canonical name với alias match
**Và** draft/published status được hiển thị rõ
**Và** loading, empty, duplicate-warning và error states hỗ trợ keyboard/screen reader.

**Cho trước** entity draft đang được knowledge record khác tham chiếu
**Khi** Admin cố xóa entity
**Thì** hệ thống chặn orphan references và liệt kê dependency
**Và** không thực hiện partial delete.

**Cho trước** entity/alias/place profile đã thuộc published release
**Khi** Admin cố sửa trực tiếp
**Thì** hệ thống từ chối mutation lịch sử
**Và** hướng Admin tạo revision draft mới.",9,Highest,"heritagegraph,epic-1,role-be"
14,Story,1.5 Biên soạn typed claims có evidence,"Là một quản lý tri thức,
Tôi muốn biên soạn typed claim cho entity bằng field registry được quản trị,
Để các thuộc tính thực tế được kiểm tra, version hóa và truy vết tới source passage.

**Tiêu chí chấp nhận:**

**Cho trước** Admin chọn một entity draft và `claim_field`
**Khi** Claim form được hiển thị
**Thì** control được sinh theo `value_type`: `text`, `number`, `boolean`, `date`, `year`, `money` hoặc `json`
**Và** form hiển thị `label_vi`, default unit và time-sensitive guidance
**Và** Admin không nhập entity ID hoặc field code bằng tay.

**Cho trước** Admin nhập claim value
**Khi** value không khớp kiểu của `claim_field`
**Thì** UI/FastAPI báo lỗi tại field trước hoặc khi lưu
**Và** database constraint/trigger vẫn từ chối payload không hợp lệ nếu application validation bị bỏ qua
**Và** không tạo partial claim.

**Cho trước** một claim hợp lệ
**Khi** Admin không nhập unit và field có `default_unit`
**Thì** default unit được áp dụng nhất quán
**Và** unit được hiển thị trong preview trước khi lưu.

**Cho trước** Admin nhập `observed_at`, `valid_from`, `valid_until`, confidence và canonical state
**Khi** lưu claim
**Thì** confidence chỉ chấp nhận từ 0 đến 1
**Và** `valid_until` không thể trước `valid_from`
**Và** time-sensitive claim yêu cầu metadata thời gian theo contract
**Và** claim được lưu ở trạng thái `draft`.

**Cho trước** claim cần provenance
**Khi** Admin chọn evidence
**Thì** phải có một primary passage và có thể có nhiều supporting passages
**Và** claim, entity và passages thuộc cùng draft corpus version hợp lệ
**Và** source title/excerpt được hiển thị thay vì UUID.

**Cho trước** một claim cùng entity, field và giá trị đã tồn tại trong revision
**Khi** Admin lưu
**Thì** exact duplicate bị chặn hoặc được dẫn tới record hiện có
**Và** canonical-state conflict được cảnh báo rõ
**Và** không tạo claim trùng ngoài ý muốn.

**Cho trước** claim draft đã tồn tại
**Khi** Admin sửa hoặc xóa claim
**Thì** type, validity, confidence và evidence được validation lại trong transaction
**Và** thao tác được audit
**Và** published claim không thể bị sửa trực tiếp mà phải tạo revision mới.",9,High,"heritagegraph,epic-1,role-be"
15,Story,1.6 Biên soạn timeline events và participants,"Là một quản lý tri thức,
Tôi muốn biên soạn timeline event có evidence với participant role được định kiểu,
Để lịch sử của entity có thể được trình bày và truy vấn nhất quán.

**Tiêu chí chấp nhận:**

**Cho trước** Admin mở Timeline editor cho một entity
**Khi** tạo event
**Thì** form thu thập title, `year_start`, optional `year_end`, precision, event type, summary, actor và artifact theo schema
**Và** precision chỉ nhận `year`, `decade`, `century`, `range` hoặc `circa`
**Và** event type được chọn từ registry, không nhập code tự do.

**Cho trước** Admin nhập mốc thời gian
**Khi** `year_end` nhỏ hơn `year_start` hoặc precision/range không hợp lệ
**Thì** UI và FastAPI báo lỗi tại trường liên quan
**Và** database constraint vẫn bảo vệ year range
**Và** không tạo partial event.

**Cho trước** event có các cá nhân, tổ chức, địa điểm hoặc hiện vật tham gia
**Khi** Admin thêm participant
**Thì** entity được tìm/chọn theo canonical name hoặc alias
**Và** role được chọn từ `participant_role` registry
**Và** cùng entity/role không bị thêm trùng vào một event
**Và** Admin không nhập entity ID hoặc role code thủ công.

**Cho trước** Admin chọn actor hoặc artifact
**Khi** lưu event
**Thì** reference phải trỏ tới entity hợp lệ trong corpus context
**Và** type mismatch rõ ràng bị cảnh báo hoặc từ chối theo business rule
**Và** deleted/invalid reference không tạo orphan relation.

**Cho trước** timeline event cần provenance
**Khi** Admin chọn evidence
**Thì** phải có primary passage và có thể có supporting passages
**Và** event và evidence thuộc cùng draft corpus version
**Và** source title/excerpt được hiển thị trong editor.

**Cho trước** event tương đương đã tồn tại cho cùng entity, time range, type và title
**Khi** Admin lưu
**Thì** exact duplicate bị chặn hoặc dẫn tới event hiện có
**Và** event cùng thời gian nhưng nội dung khác được phép tồn tại và được trình bày riêng.

**Cho trước** event và participant list hợp lệ
**Khi** Admin lưu hoặc cập nhật
**Thì** event, participants và evidence được ghi atomically ở trạng thái `draft`
**Và** thao tác được audit
**Và** failure ở bất kỳ phần nào rollback toàn bộ thay đổi.

**Cho trước** timeline event đã thuộc published release
**Khi** Admin cố sửa hoặc xóa trực tiếp
**Thì** hệ thống từ chối mutation lịch sử
**Và** yêu cầu tạo revision draft mới.",9,High,"heritagegraph,epic-1,role-be"
16,Story,1.7 Xây dựng typed entity relations,"Là một quản lý tri thức,
Tôi muốn kết nối hai entity bằng predicate được quản trị và supporting evidence,
Để các quan hệ graph luôn hợp lệ, có thể giải thích và truy vấn.

**Tiêu chí chấp nhận:**

**Cho trước** Admin mở Relation builder
**Khi** chọn subject, predicate và object
**Thì** UI hiển thị cấu trúc `subject ─ predicate → object`
**Và** subject/object được tìm theo canonical name hoặc alias
**Và** predicate được chọn từ registry đóng, không nhập code hoặc UUID thủ công.

**Cho trước** predicate có `is_symmetric` hoặc `inverse_of`
**Khi** Admin chọn predicate
**Thì** builder hiển thị semantics/inverse phù hợp để Admin kiểm tra hướng quan hệ
**Và** không tự tạo inverse relation ngoài contract đã quy định.

**Cho trước** subject và object giống nhau
**Khi** Admin lưu relation
**Thì** UI, FastAPI và database từ chối self-loop
**Và** không tạo partial relation/evidence.

**Cho trước** cùng subject, predicate, object và corpus version đã tồn tại
**Khi** Admin lưu
**Thì** exact triple duplicate bị chặn và record hiện có được hiển thị
**Và** không hợp nhất âm thầm các evidence hoặc confidence khác nhau.

**Cho trước** Admin nhập confidence và evidence
**Khi** lưu relation
**Thì** confidence chỉ chấp nhận từ 0 đến 1
**Và** primary passage là bắt buộc, supporting passages là tùy chọn
**Và** relation, entities và passages thuộc cùng draft corpus context.

**Cho trước** relation hợp lệ
**Khi** Admin tạo, cập nhật hoặc xóa
**Thì** relation và evidence được ghi atomically ở trạng thái `draft`
**Và** thao tác được audit
**Và** published relation không thể bị sửa trực tiếp mà phải tạo revision mới.",9,High,"heritagegraph,epic-1,role-be"
17,Story,1.8 Biên soạn narrative sections có evidence,"Là một quản lý tri thức,
Tôi muốn biên soạn các narrative section Markdown có thứ tự cho entity cùng source evidence,
Để nội dung di sản đã publish có thể kể một câu chuyện mạch lạc mà không mất provenance.

**Tiêu chí chấp nhận:**

**Cho trước** Admin mở Narrative editor cho một entity
**Khi** tạo section
**Thì** section code được chọn từ registry được phép, gồm tổng quan, tên gọi, khởi lập, vai trò lịch sử, kiến trúc, hiện vật, nhân vật, biến động hiện đại hoặc tham quan
**Và** form thu thập title, Markdown body và order index
**Và** Admin không nhập entity ID hoặc section code tự do.

**Cho trước** cùng entity, section code và corpus version đã có section
**Khi** Admin tạo thêm
**Thì** exact section duplicate bị chặn và section hiện có được mở để chỉnh sửa
**Và** section khác code vẫn được phép tồn tại.

**Cho trước** Admin soạn Markdown
**Khi** mở preview
**Thì** headings, lists, links và emphasis được render nhất quán với public content contract
**Và** unsafe HTML/script bị sanitize
**Và** editor/preview dùng được bằng keyboard và có accessible labels.

**Cho trước** narrative section cần provenance
**Khi** Admin chọn evidence
**Thì** một primary passage là bắt buộc và supporting passages có thể chọn nhiều
**Và** selected sources hiển thị title/excerpt thay vì UUID
**Và** section và evidence thuộc cùng draft corpus version.

**Cho trước** Admin thay đổi order index hoặc nội dung
**Khi** lưu narrative package
**Thì** ordering, Markdown và evidence được validation và ghi atomically
**Và** section mặc định ở trạng thái `draft`
**Và** thao tác được audit.

**Cho trước** narrative section đã thuộc published release
**Khi** Admin cố sửa hoặc xóa trực tiếp
**Thì** hệ thống từ chối mutation lịch sử
**Và** yêu cầu tạo revision draft mới.",9,High,"heritagegraph,epic-1,role-be"
18,Epic,Epic 2: Kiểm định và phát hành corpus đáng tin cậy,"Biên tập viên submit draft để Airflow kiểm tra sâu, tạo embedding/index/manifest, xử lý issues, review và publish một corpus release atomically; Dashboard cho biết sức khỏe và khả năng phục vụ của từng release.",,Highest,"heritagegraph,epic-2"
19,Story,2.1 Submit draft revision và tạo validation run idempotent,"Là một quản lý tri thức,
Tôi muốn submit một draft corpus revision để validation bất đồng bộ,
Để deep validation chỉ chạy một lần cho mỗi submission logic mà không chặn các lần lưu biên soạn thông thường.

**Tiêu chí chấp nhận:**

**Cho trước** một authenticated Admin có draft revision
**Khi** Admin chọn Submit for Validation
**Thì** FastAPI thực hiện preflight checks tối thiểu về revision, ownership/status và required package records
**Và** save thông thường không tự trigger Airflow
**Và** submission không làm draft trở thành published.

**Cho trước** submission hợp lệ với idempotency key mới
**Khi** service xử lý request
**Thì** validation run được tạo atomically với revision ID, requester, timestamps và trạng thái ban đầu
**Và** run ID được trả ngay để UI theo dõi bất đồng bộ
**Và** thao tác được audit.

**Cho trước** cùng revision và idempotency key được gửi lại
**Khi** request retry do timeout hoặc network failure
**Thì** service trả lại validation run đã tồn tại
**Và** không tạo run hoặc DAG execution thứ hai.

**Cho trước** idempotency key đã được dùng cho revision/payload khác
**Khi** client tái sử dụng key
**Thì** API trả conflict rõ ràng
**Và** không thay đổi run hiện có.

**Cho trước** nhiều request submit đồng thời cùng revision
**Khi** service xử lý concurrency
**Thì** database uniqueness/transaction bảo đảm chỉ một logical run được tạo
**Và** các request còn lại nhận cùng run hoặc conflict xác định.

**Cho trước** validation run đã commit
**Khi** Airflow trigger thành công
**Thì** run lưu external DAG/run reference và chuyển sang trạng thái queued/running phù hợp
**Và** correlation ID nối được API submission với Airflow execution.

**Cho trước** Airflow trigger thất bại sau khi run đã được tạo
**Khi** service ghi nhận lỗi
**Thì** run có trạng thái retryable/trigger-failed rõ ràng
**Và** retry dùng lại cùng logical run thay vì tạo run mới
**Và** UI không báo validation đang chạy nếu DAG chưa được trigger.

**Cho trước** revision thay đổi sau một submission
**Khi** Admin muốn kiểm định nội dung mới
**Thì** phải tạo submission/version identity mới
**Và** report của run cũ vẫn tham chiếu đúng snapshot/revision đã kiểm định.",18,Highest,"heritagegraph,epic-2,role-be"
20,Story,2.2 Chạy Airflow deep validation và ghi validation issues,"Là một quản lý tri thức,
Tôi muốn knowledge package đã submit được kiểm tra sâu với các issue có thể xử lý,
Để tôi có thể sửa các record không hợp lệ hoặc chưa đầy đủ trước khi chuẩn bị index hoặc release.

**Tiêu chí chấp nhận:**

**Cho trước** validation run đã được trigger cho một revision snapshot
**Khi** Airflow bắt đầu deep validation
**Thì** pipeline chỉ đọc dữ liệu thuộc đúng snapshot/revision đã submit
**Và** trạng thái hiện tại cùng thời điểm bắt đầu/kết thúc của từng stage được ghi nhận
**Và** thay đổi draft về sau không làm đổi kết quả của run đang thực hiện.

**Cho trước** package chứa document, passage, entity, claim, timeline, relation và narrative
**Khi** validation stages chạy
**Thì** hệ thống kiểm required fields, type/range, foreign key, exact duplicate, provenance và corpus-version consistency
**Và** business constraints của từng record type được kiểm tra
**Và** lỗi chặn chất lượng được phân loại là `error`, vấn đề cần xem xét được phân loại là `warning`.

**Cho trước** một validation rule phát hiện vấn đề
**Khi** issue được ghi
**Thì** issue chứa run, stage, severity, rule/code, record kind/ID, field/path và thông báo có thể hành động
**Và** UI có đủ reference để mở đúng record cần sửa
**Và** issue không yêu cầu Admin đọc Airflow log để xác định đối tượng lỗi.

**Cho trước** cùng run/stage được retry
**Khi** pipeline ghi lại kết quả
**Thì** issues được upsert/reconcile theo identity ổn định
**Và** không sinh issue trùng chỉ vì retry
**Và** issue không còn đúng sau lần kiểm tra lại được đánh dấu giải quyết hoặc thay thế theo policy.

**Cho trước** một stage validation thất bại do lỗi vận hành
**Khi** run dừng
**Thì** run không được đánh dấu pass
**Và** stage lỗi, thông báo an toàn và kết quả đã ghi được giữ lại để chẩn đoán
**Và** retry tiếp tục an toàn mà không tạo logical run mới.

**Cho trước** validation có bất kỳ `error` chưa giải quyết
**Khi** pipeline chuẩn bị chuyển sang embedding/indexing hoặc publish
**Thì** bước sau bị chặn
**Và** warnings được hiển thị để review nhưng không tự biến thành pass/fail ngoài policy đã định.

**Cho trước** validation hoàn tất
**Khi** Admin xem summary
**Thì** tổng số error/warning và kết quả theo stage khớp với issue records
**Và** metrics/logs/traces liên kết được bằng validation run/correlation ID
**Và** Airflow không có quyền tự publish corpus.",18,Highest,"heritagegraph,epic-2,role-data"
21,Story,"2.3 Tạo embeddings, indexes và reproducible manifest","Là một quản lý tri thức,
Tôi muốn mỗi revision đã validation được chuẩn bị thành một serving package có thể tái lập,
Để các thành phần search, graph và chatbot có thể dùng artifact nhất quán sau khi publish.

**Tiêu chí chấp nhận:**

**Cho trước** validation run hoàn tất và không còn blocking error
**Khi** preparation pipeline bắt đầu
**Thì** passages được chia thành semantic chunks theo versioned chunking contract
**Và** mỗi chunk có stable ID, source passage reference và content hash
**Và** cùng input/configuration tạo lại cùng chunk identities.

**Cho trước** chunks cần vector embedding
**Khi** embedding stage chạy
**Thì** model, model version và vector dimension khớp embedding contract
**Và** vector có dimension sai bị từ chối thay vì ghi lẫn vào index
**Và** chunk không đổi có thể tái sử dụng artifact theo content hash và contract version.

**Cho trước** validated records và chunks đã sẵn sàng
**Khi** indexing stages chạy
**Thì** lexical, accent-insensitive/trigram, vector và graph projection artifacts đều gắn cùng corpus revision
**Và** artifacts được ghi vào staging namespace, chưa được online consumers sử dụng
**Và** partial artifacts không được đánh dấu ready.

**Cho trước** mọi preparation stage thành công
**Khi** pipeline tạo manifest
**Thì** manifest ghi corpus revision, chunk IDs/hashes, embedding contract, index versions, graph projection version, record counts và artifact checksums/locations
**Và** manifest được lưu có version trên S3
**Và** secrets hoặc private infrastructure credentials không xuất hiện trong manifest.

**Cho trước** cùng revision/configuration được retry
**Khi** pipeline ghi chunks, embeddings, indexes hoặc manifest
**Thì** writes là idempotent hoặc được reconcile theo deterministic artifact identity
**Và** không sinh duplicate serving package
**Và** artifact stale/partial được thay thế hoặc dọn theo policy đã tài liệu hóa.

**Cho trước** bất kỳ preparation stage hoặc manifest verification thất bại
**Khi** run kết thúc
**Thì** release không được đánh dấu publish-ready
**Và** active published artifacts hiện tại không bị thay đổi
**Và** stage/error được ghi để retry và quan sát.",18,High,"heritagegraph,epic-2,role-data"
22,Story,"2.4 Theo dõi Validation Center, sửa lỗi và resubmit","Là một quản lý tri thức,
Tôi muốn xem tiến trình validation và đi thẳng tới các record cần sửa,
Để tôi có thể khắc phục package thất bại và submit một revision sạch mà không cần đọc infrastructure logs.

**Tiêu chí chấp nhận:**

**Cho trước** Admin mở Validation Center
**Khi** có validation runs
**Thì** danh sách hiển thị revision, run status, current stage, thời gian, error count và warning count
**Và** queued, running, failed, passed và retryable states được phân biệt bằng text/icon chứ không chỉ màu
**Và** loading, empty, stale và service-error states được hiển thị rõ.

**Cho trước** một run có issues
**Khi** Admin mở quality report
**Thì** có thể lọc theo severity, stage, record kind và rule
**Và** mỗi issue hiển thị thông báo, field/path, source context khả dụng và trạng thái hiện tại
**Và** tổng số hiển thị khớp issue records của run.

**Cho trước** issue tham chiếu một knowledge record
**Khi** Admin chọn Fix/Open
**Thì** UI mở đúng editor và record cần sửa
**Và** giữ context về run/issue để Admin quay lại report
**Và** Admin không phải sao chép UUID hoặc tra database.

**Cho trước** run thất bại vì lỗi vận hành và snapshot không đổi
**Khi** Admin chọn Retry
**Thì** hệ thống retry cùng logical run/snapshot an toàn
**Và** không tạo issue/artifact trùng
**Và** action và kết quả được audit.

**Cho trước** Admin đã sửa knowledge content
**Khi** chọn Resubmit
**Thì** hệ thống tạo submission/run mới cho revision snapshot mới
**Và** report cũ vẫn bất biến để đối chiếu
**Và** UI cho biết issues nào đã giải quyết, còn tồn tại hoặc mới xuất hiện theo rule/record identity.

**Cho trước** Admin không có quyền validation/retry/resubmit
**Khi** cố thực hiện action
**Thì** API/UI từ chối phù hợp
**Và** không trigger Airflow hoặc thay đổi run.",18,High,"heritagegraph,epic-2,role-fe"
23,Story,2.5 Human review và atomic corpus publish,"Là một người review,
Tôi muốn kiểm tra một release đã validation và phê duyệt hoặc từ chối rõ ràng trước khi publish atomically,
Để tri thức chưa được review hoặc chỉ kích hoạt một phần không bao giờ đến tay người dùng.

**Tiêu chí chấp nhận:**

**Cho trước** release candidate đã validation pass và serving package ready
**Khi** Reviewer mở Review workspace
**Thì** workspace hiển thị revision diff, provenance summary, warnings, conflicting sources, manifest/index status và validation history
**Và** Reviewer có thể đi tới record/evidence liên quan
**Và** dữ liệu draft không được hiển thị như đã published.

**Cho trước** candidate còn blocking error, preparation chưa ready hoặc manifest không hợp lệ
**Khi** Reviewer cố approve/publish
**Thì** action bị chặn với danh sách gate chưa đạt
**Và** Airflow pass giả hoặc warning bị đổi thành pass ngoài policy không thể bỏ qua gate.

**Cho trước** Reviewer quyết định reject
**Khi** nhập lý do và xác nhận
**Thì** candidate giữ trạng thái không published
**Và** decision, reviewer, timestamp và note được audit
**Và** active release hiện tại không thay đổi.

**Cho trước** Reviewer approve một candidate đủ điều kiện
**Khi** mở Publish confirmation
**Thì** UI hiển thị release/version sẽ kích hoạt, gates đã pass, artifact manifest và rollback/retire path
**Và** publish chỉ tiếp tục sau explicit confirmation
**Và** Airflow không trực tiếp gọi publish.

**Cho trước** publish được xác nhận
**Khi** Publishing Service activate release
**Thì** database transaction đảm bảo release mới trở thành active và release trước được chuyển trạng thái theo policy như một thao tác nhất quán
**Và** online release/artifact pointer chỉ chuyển sang serving package đã verify
**Và** publish event, reviewer và manifest identity được audit.

**Cho trước** transaction, artifact activation hoặc concurrent publish gặp lỗi
**Khi** publish không hoàn tất đầy đủ
**Thì** online consumers tiếp tục dùng release tốt gần nhất
**Và** không tồn tại trạng thái database mới nhưng index cũ được coi là cùng release
**Và** lỗi/conflict được báo rõ để retry hoặc review lại.",18,Highest,"heritagegraph,epic-2,role-be"
24,Story,2.6 Bảo đảm published corpus version isolation,"Là một người dùng cuối,
Tôi muốn mỗi request chỉ dùng một phiên bản published corpus hoàn chỉnh,
Để các trang, recommendation và câu trả lời chatbot không bao giờ trộn tri thức cũ và mới.

**Tiêu chí chấp nhận:**

**Cho trước** một online request bắt đầu
**Khi** service resolve active release
**Thì** release ID được pin cho toàn bộ vòng đời request
**Và** database, lexical/vector indexes, graph projection và evidence queries đều dùng release đó
**Và** response/trace ghi release ID phù hợp.

**Cho trước** release mới được publish trong khi request cũ đang chạy
**Khi** request cũ tiếp tục retrieval hoặc persistence
**Thì** request vẫn hoàn tất trên release đã pin
**Và** request mới có thể dùng release mới
**Và** không trộn artifacts của hai release.

**Cho trước** record có trạng thái draft, retired, withdrawn hoặc thuộc release khác
**Khi** online consumer truy vấn
**Thì** record không xuất hiện trong kết quả serving của active release
**Và** repository/service boundary áp dụng filter thay vì phụ thuộc endpoint tự nhớ lọc.

**Cho trước** một required artifact của pinned release thiếu hoặc checksum/version không khớp
**Khi** request cần artifact đó
**Thì** service trả trạng thái unavailable/degraded phù hợp thay vì fallback âm thầm sang release khác
**Và** không tạo answer, citation hoặc recommendation từ mixed versions
**Và** failure được đo và trace.

**Cho trước** response factual được lưu hoặc trả về
**Khi** hệ thống ghi evidence/citation
**Thì** corpus release ID được lưu cùng response/evidence
**Và** cited passage của published release vẫn bất biến để truy vết lịch sử.

**Cho trước** version isolation được kiểm thử
**Khi** chạy concurrent publish và online-request integration tests
**Thì** tests chứng minh không có draft leakage hoặc cross-version reads
**Và** expected values kiểm tra đúng record/version, không chỉ kiểm tra request không crash.",18,Highest,"heritagegraph,epic-2,role-be"
